Isolate Code,Rep,Hours,Diameter growth
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,252,6.5
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,252,6.5
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,252,6.5
FUS-SV-NIS 90 (Fusarium solani),1,252,5.9
FUS-SV-NIS 90 (Fusarium solani),2,252,6.2
FUS-SV-NIS 90 (Fusarium solani),3,252,6
FUS-SV-NIS 90 (Fusarium solani),4,252,6.2
FUS-SV-NIS 96 (Fusarium oxysporum),1,252,7.4
FUS-SV-NIS 96 (Fusarium oxysporum),2,252,7.5
FUS-SV-NIS 96 (Fusarium oxysporum),3,252,7.4
FUS-SV-NIS 96 (Fusarium oxysporum),4,252,7.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,252,6.8
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,252,6.8
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,252,6.9
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,252,6.8
CCF 104 (Fusarium equesti),1,264,6.9
CCF 104 (Fusarium equesti),2,264,6.9
CCF 104 (Fusarium equesti),3,264,7
CCF 104 (Fusarium equesti),4,264,7
A 33 (Fusarium oxysporum),1,264,8.4
A 33 (Fusarium oxysporum),2,264,8.4
A 33 (Fusarium oxysporum),3,264,8.4
A 33 (Fusarium oxysporum),4,264,8.4
B 15 (Fusarium solani),1,264,8.4
B 15 (Fusarium solani),2,264,8.4
B 15 (Fusarium solani),3,264,8.4
B 15 (Fusarium solani),4,264,8.4
C 2 (Fusarium solani),1,264,7.5
C 2 (Fusarium solani),2,264,7.5
C 2 (Fusarium solani),3,264,7.6
C 2 (Fusarium solani),4,264,7.6
Osogbo 77 (Fusarium oxysporum),1,264,7
Osogbo 77 (Fusarium oxysporum),2,264,7
Osogbo 77 (Fusarium oxysporum),3,264,7
Osogbo 77 (Fusarium oxysporum),4,264,7
Osogbo 81 (Fusarium oxysporum),1,264,6.6
Osogbo 81 (Fusarium oxysporum),2,264,6.8
Osogbo 81 (Fusarium oxysporum),3,264,6.8
Osogbo 81 (Fusarium oxysporum),4,264,6.8
Osogbo 79 (Fusarium oxysporum),1,264,5.8
Osogbo 79 (Fusarium oxysporum),2,264,5.8
Osogbo 79 (Fusarium oxysporum),3,264,6.1
Osogbo 79 (Fusarium oxysporum),4,264,6.1
Osogbo 85 (Fusarium oxysporum),1,264,5.1
Osogbo 85 (Fusarium oxysporum),2,264,5
Osogbo 85 (Fusarium oxysporum),3,264,4.9
Osogbo 85 (Fusarium oxysporum),4,264,5
Osogbo 89 (Fusarium solani),1,264,5
Osogbo 89 (Fusarium solani),2,264,5
Osogbo 89 (Fusarium solani),3,264,4.9
Osogbo 89 (Fusarium solani),4,264,5.1
Osogbo 84 (Fusarium verticillioides),1,264,5
Osogbo 84 (Fusarium verticillioides),2,264,5.1
Osogbo 84 (Fusarium verticillioides),3,264,5
Osogbo 84 (Fusarium verticillioides),4,264,5.1
Osogbo 74 (Fusarium verticillioides),1,264,5.1
Osogbo 74 (Fusarium verticillioides),2,264,5.1
Osogbo 74 (Fusarium verticillioides),3,264,5.1
Osogbo 74 (Fusarium verticillioides),4,264,5.3
Osogbo 92 (Fusarium verticillioides),1,264,4.9
Osogbo 92 (Fusarium verticillioides),2,264,5
Osogbo 92 (Fusarium verticillioides),3,264,4.9
Osogbo 92 (Fusarium verticillioides),4,264,4.9
Osogbo 90 (Fusarium oxysporom),1,264,7.4
Osogbo 90 (Fusarium oxysporom),2,264,7.4
Osogbo 90 (Fusarium oxysporom),3,264,7.3
Osogbo 90 (Fusarium oxysporom),4,264,7.2
A 19 (Fusarium solani),1,264,8.4
A 19 (Fusarium solani),2,264,8.4
A 19 (Fusarium solani),3,264,8.4
A 19 (Fusarium solani),4,264,8.4
B 29 (Fusarium solani),1,264,8.4
B 29 (Fusarium solani),2,264,8.4
B 29 (Fusarium solani),3,264,8.4
B 29 (Fusarium solani),4,264,8.4
A 15 (Fusarium sporotrichioides),1,264,5.5
A 15 (Fusarium sporotrichioides),2,264,5.5
A 15 (Fusarium sporotrichioides),3,264,5.5
A 15 (Fusarium sporotrichioides),4,264,5.5
B 18 (Fusarium oxsporum),1,264,6.3
B 18 (Fusarium oxsporum),2,264,6.5
B 18 (Fusarium oxsporum),3,264,6.5
B 18 (Fusarium oxsporum),4,264,6.3
A 41 (Fusarium oxysporum),1,264,5.8
A 41 (Fusarium oxysporum),2,264,5.8
A 41 (Fusarium oxysporum),3,264,5.6
A 41 (Fusarium oxysporum),4,264,5.6
A 29 (Fusarium verticillioides),1,264,5
A 29 (Fusarium verticillioides),2,264,5
A 29 (Fusarium verticillioides),3,264,5
A 29 (Fusarium verticillioides),4,264,5.1
FUS-HR-NIS 52 (Fusarium oxysporum),1,264,7.8
FUS-HR-NIS 52 (Fusarium oxysporum),2,264,7.8
FUS-HR-NIS 52 (Fusarium oxysporum),3,264,7.7
FUS-HR-NIS 52 (Fusarium oxysporum),4,264,7.8
FUS-HR-NIS 38 (Fusarium solani),1,264,5.8
FUS-HR-NIS 38 (Fusarium solani),2,264,5.8
FUS-HR-NIS 38 (Fusarium solani),3,264,5.9
FUS-HR-NIS 38 (Fusarium solani),4,264,5.9
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,264,6.7
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,264,6.8
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,264,6.8
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,264,6.8
FUS-SV-NIS 90 (Fusarium solani),1,264,6.3
FUS-SV-NIS 90 (Fusarium solani),2,264,6.5
FUS-SV-NIS 90 (Fusarium solani),3,264,6.4
FUS-SV-NIS 90 (Fusarium solani),4,264,6.5
FUS-SV-NIS 96 (Fusarium oxysporum),1,264,7.8
FUS-SV-NIS 96 (Fusarium oxysporum),2,264,7.9
FUS-SV-NIS 96 (Fusarium oxysporum),3,264,7.8
FUS-SV-NIS 96 (Fusarium oxysporum),4,264,7.7
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,264,7.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,264,7.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,264,7.4
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,264,7.3
CCF 104 (Fusarium equesti),1,276,7.2
CCF 104 (Fusarium equesti),2,276,7.2
CCF 104 (Fusarium equesti),3,276,7.3
CCF 104 (Fusarium equesti),4,276,7.3
A 33 (Fusarium oxysporum),1,276,8.4
A 33 (Fusarium oxysporum),2,276,8.4
A 33 (Fusarium oxysporum),3,276,8.4
A 33 (Fusarium oxysporum),4,276,8.4
B 15 (Fusarium solani),1,276,8.4
B 15 (Fusarium solani),2,276,8.4
B 15 (Fusarium solani),3,276,8.4
B 15 (Fusarium solani),4,276,8.4
C 2 (Fusarium solani),1,276,7.8
C 2 (Fusarium solani),2,276,7.9
C 2 (Fusarium solani),3,276,7.9
C 2 (Fusarium solani),4,276,8
Osogbo 77 (Fusarium oxysporum),1,276,7.3
Osogbo 77 (Fusarium oxysporum),2,276,7.3
Osogbo 77 (Fusarium oxysporum),3,276,7.3
Osogbo 77 (Fusarium oxysporum),4,276,7.3
Osogbo 81 (Fusarium oxysporum),1,276,6.9
Osogbo 81 (Fusarium oxysporum),2,276,7.1
Osogbo 81 (Fusarium oxysporum),3,276,7.1
Osogbo 81 (Fusarium oxysporum),4,276,7.1
Osogbo 79 (Fusarium oxysporum),1,276,6.1
Osogbo 79 (Fusarium oxysporum),2,276,6.1
Osogbo 79 (Fusarium oxysporum),3,276,6.3
Osogbo 79 (Fusarium oxysporum),4,276,6.3
Osogbo 85 (Fusarium oxysporum),1,276,5.3
Osogbo 85 (Fusarium oxysporum),2,276,5.2
Osogbo 85 (Fusarium oxysporum),3,276,5.1
Osogbo 85 (Fusarium oxysporum),4,276,5.2
Osogbo 89 (Fusarium solani),1,276,5.2
Osogbo 89 (Fusarium solani),2,276,5.2
Osogbo 89 (Fusarium solani),3,276,5.1
Osogbo 89 (Fusarium solani),4,276,5.3
Osogbo 84 (Fusarium verticillioides),1,276,5.2
Osogbo 84 (Fusarium verticillioides),2,276,5.3
Osogbo 84 (Fusarium verticillioides),3,276,5.2
Osogbo 84 (Fusarium verticillioides),4,276,5.3
Osogbo 74 (Fusarium verticillioides),1,276,5.3
Osogbo 74 (Fusarium verticillioides),2,276,5.3
Osogbo 74 (Fusarium verticillioides),3,276,5.3
Osogbo 74 (Fusarium verticillioides),4,276,5.5
Osogbo 92 (Fusarium verticillioides),1,276,5.1
Osogbo 92 (Fusarium verticillioides),2,276,5.2
Osogbo 92 (Fusarium verticillioides),3,276,5.1
Osogbo 92 (Fusarium verticillioides),4,276,5.1
Osogbo 90 (Fusarium oxysporom),1,276,7.6
Osogbo 90 (Fusarium oxysporom),2,276,7.6
Osogbo 90 (Fusarium oxysporom),3,276,7.5
Osogbo 90 (Fusarium oxysporom),4,276,7.4
A 19 (Fusarium solani),1,276,8.4
A 19 (Fusarium solani),2,276,8.4
A 19 (Fusarium solani),3,276,8.4
A 19 (Fusarium solani),4,276,8.4
B 29 (Fusarium solani),1,276,8.4
B 29 (Fusarium solani),2,276,8.4
B 29 (Fusarium solani),3,276,8.4
B 29 (Fusarium solani),4,276,8.4
A 15 (Fusarium sporotrichioides),1,276,5.7
A 15 (Fusarium sporotrichioides),2,276,5.7
A 15 (Fusarium sporotrichioides),3,276,5.7
A 15 (Fusarium sporotrichioides),4,276,5.7
B 18 (Fusarium oxsporum),1,276,6.5
B 18 (Fusarium oxsporum),2,276,6.7
B 18 (Fusarium oxsporum),3,276,6.7
B 18 (Fusarium oxsporum),4,276,6.5
A 41 (Fusarium oxysporum),1,276,6
A 41 (Fusarium oxysporum),2,276,6
A 41 (Fusarium oxysporum),3,276,5.8
A 41 (Fusarium oxysporum),4,276,5.8
A 29 (Fusarium verticillioides),1,276,5.2
A 29 (Fusarium verticillioides),2,276,5.2
A 29 (Fusarium verticillioides),3,276,5.2
A 29 (Fusarium verticillioides),4,276,5.3
FUS-HR-NIS 52 (Fusarium oxysporum),1,276,8
FUS-HR-NIS 52 (Fusarium oxysporum),2,276,8
FUS-HR-NIS 52 (Fusarium oxysporum),3,276,7.9
FUS-HR-NIS 52 (Fusarium oxysporum),4,276,8
FUS-HR-NIS 38 (Fusarium solani),1,276,6
FUS-HR-NIS 38 (Fusarium solani),2,276,6
FUS-HR-NIS 38 (Fusarium solani),3,276,6.2
FUS-HR-NIS 38 (Fusarium solani),4,276,6.2
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,276,7
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,276,7.1
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,276,7.1
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,276,7.1
FUS-SV-NIS 90 (Fusarium solani),1,276,6.7
FUS-SV-NIS 90 (Fusarium solani),2,276,6.8
FUS-SV-NIS 90 (Fusarium solani),3,276,6.7
FUS-SV-NIS 90 (Fusarium solani),4,276,6.8
FUS-SV-NIS 96 (Fusarium oxysporum),1,276,8.2
FUS-SV-NIS 96 (Fusarium oxysporum),2,276,8.3
FUS-SV-NIS 96 (Fusarium oxysporum),3,276,8.2
FUS-SV-NIS 96 (Fusarium oxysporum),4,276,8.1
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,276,7.7
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,276,7.7
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,276,7.8
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,276,7.7
CCF 104 (Fusarium equesti),1,288,7.5
CCF 104 (Fusarium equesti),2,288,7.5
CCF 104 (Fusarium equesti),3,288,7.6
CCF 104 (Fusarium equesti),4,288,7.6
A 33 (Fusarium oxysporum),1,288,8.4
A 33 (Fusarium oxysporum),2,288,8.4
A 33 (Fusarium oxysporum),3,288,8.4
A 33 (Fusarium oxysporum),4,288,8.4
B 15 (Fusarium solani),1,288,8.4
B 15 (Fusarium solani),2,288,8.4
B 15 (Fusarium solani),3,288,8.4
B 15 (Fusarium solani),4,288,8.4
C 2 (Fusarium solani),1,288,8.1
C 2 (Fusarium solani),2,288,8.2
C 2 (Fusarium solani),3,288,8.2
C 2 (Fusarium solani),4,288,8.3
Osogbo 77 (Fusarium oxysporum),1,288,7.6
Osogbo 77 (Fusarium oxysporum),2,288,7.6
Osogbo 77 (Fusarium oxysporum),3,288,7.6
Osogbo 77 (Fusarium oxysporum),4,288,7.6
Osogbo 81 (Fusarium oxysporum),1,288,7.2
Osogbo 81 (Fusarium oxysporum),2,288,7.4
Osogbo 81 (Fusarium oxysporum),3,288,7.4
Osogbo 81 (Fusarium oxysporum),4,288,7.4
Osogbo 79 (Fusarium oxysporum),1,288,6.4
Osogbo 79 (Fusarium oxysporum),2,288,6.4
Osogbo 79 (Fusarium oxysporum),3,288,6.5
Osogbo 79 (Fusarium oxysporum),4,288,6.5
Osogbo 85 (Fusarium oxysporum),1,288,5.5
Osogbo 85 (Fusarium oxysporum),2,288,5.4
Osogbo 85 (Fusarium oxysporum),3,288,5.3
Osogbo 85 (Fusarium oxysporum),4,288,5.4
Osogbo 89 (Fusarium solani),1,288,5.4
Osogbo 89 (Fusarium solani),2,288,5.4
Osogbo 89 (Fusarium solani),3,288,5.3
Osogbo 89 (Fusarium solani),4,288,5.5
Osogbo 84 (Fusarium verticillioides),1,288,5.4
Osogbo 84 (Fusarium verticillioides),2,288,5.5
Osogbo 84 (Fusarium verticillioides),3,288,5.4
Osogbo 84 (Fusarium verticillioides),4,288,5.5
Osogbo 74 (Fusarium verticillioides),1,288,5.5
Osogbo 74 (Fusarium verticillioides),2,288,5.5
Osogbo 74 (Fusarium verticillioides),3,288,5.5
Osogbo 74 (Fusarium verticillioides),4,288,5.7
Osogbo 92 (Fusarium verticillioides),1,288,5.3
Osogbo 92 (Fusarium verticillioides),2,288,5.4
Osogbo 92 (Fusarium verticillioides),3,288,5.3
Osogbo 92 (Fusarium verticillioides),4,288,5.3
Osogbo 90 (Fusarium oxysporom),1,288,7.8
Osogbo 90 (Fusarium oxysporom),2,288,7.8
Osogbo 90 (Fusarium oxysporom),3,288,7.7
Osogbo 90 (Fusarium oxysporom),4,288,7.6
A 19 (Fusarium solani),1,288,8.4
A 19 (Fusarium solani),2,288,8.4
A 19 (Fusarium solani),3,288,8.4
A 19 (Fusarium solani),4,288,8.4
B 29 (Fusarium solani),1,288,8.4
B 29 (Fusarium solani),2,288,8.4
B 29 (Fusarium solani),3,288,8.4
B 29 (Fusarium solani),4,288,8.4
A 15 (Fusarium sporotrichioides),1,288,5.9
A 15 (Fusarium sporotrichioides),2,288,5.9
A 15 (Fusarium sporotrichioides),3,288,5.9
A 15 (Fusarium sporotrichioides),4,288,5.9
B 18 (Fusarium oxsporum),1,288,6.7
B 18 (Fusarium oxsporum),2,288,6.9
B 18 (Fusarium oxsporum),3,288,6.9
B 18 (Fusarium oxsporum),4,288,6.7
A 41 (Fusarium oxysporum),1,288,6.2
A 41 (Fusarium oxysporum),2,288,6.2
A 41 (Fusarium oxysporum),3,288,6
A 41 (Fusarium oxysporum),4,288,6
A 29 (Fusarium verticillioides),1,288,5.4
A 29 (Fusarium verticillioides),2,288,5.4
A 29 (Fusarium verticillioides),3,288,5.4
A 29 (Fusarium verticillioides),4,288,5.5
FUS-HR-NIS 52 (Fusarium oxysporum),1,288,8.2
FUS-HR-NIS 52 (Fusarium oxysporum),2,288,8.2
FUS-HR-NIS 52 (Fusarium oxysporum),3,288,8.1
FUS-HR-NIS 52 (Fusarium oxysporum),4,288,8.2
FUS-HR-NIS 38 (Fusarium solani),1,288,6.3
FUS-HR-NIS 38 (Fusarium solani),2,288,6.3
FUS-HR-NIS 38 (Fusarium solani),3,288,6.5
FUS-HR-NIS 38 (Fusarium solani),4,288,6.5
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,288,7.3
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,288,7.4
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,288,7.4
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,288,7.5
FUS-SV-NIS 90 (Fusarium solani),1,288,7.1
FUS-SV-NIS 90 (Fusarium solani),2,288,7.1
FUS-SV-NIS 90 (Fusarium solani),3,288,7.1
FUS-SV-NIS 90 (Fusarium solani),4,288,7.1
FUS-SV-NIS 96 (Fusarium oxysporum),1,288,8.4
FUS-SV-NIS 96 (Fusarium oxysporum),2,288,8.4
FUS-SV-NIS 96 (Fusarium oxysporum),3,288,8.4
FUS-SV-NIS 96 (Fusarium oxysporum),4,288,8.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,288,8.1
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,288,8.1
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,288,8.2
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,288,8.1
